properties{
  x = 0,
  y = 0,
  width = 432,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "powers",
}

tile{
  layer = 0,
  x = 32,
  y = 0,
  width = 216,
  height = 208,
  pattern = "white",
}

tile{
  layer = 0,
  x = 176,
  y = 144,
  width = 32,
  height = 32,
  pattern = "wall_3",
}

tile{
  layer = 0,
  x = 176,
  y = 112,
  width = 32,
  height = 16,
  pattern = "wall_3",
}

tile{
  layer = 0,
  x = 80,
  y = 152,
  width = 16,
  height = 16,
  pattern = "wall_top",
}

tile{
  layer = 0,
  x = 64,
  y = 32,
  width = 72,
  height = 32,
  pattern = "wall_2",
}

tile{
  layer = 0,
  x = 352,
  y = 32,
  width = 16,
  height = 32,
  pattern = "wall_2",
}

tile{
  layer = 0,
  x = 32,
  y = 64,
  width = 32,
  height = 72,
  pattern = "wall_3",
}

tile{
  layer = 0,
  x = 224,
  y = 64,
  width = 32,
  height = 64,
  pattern = "wall_1",
}

tile{
  layer = 0,
  x = 320,
  y = 64,
  width = 32,
  height = 64,
  pattern = "wall_3",
}

tile{
  layer = 0,
  x = 368,
  y = 64,
  width = 32,
  height = 112,
  pattern = "wall_1",
}

tile{
  layer = 0,
  x = 112,
  y = 80,
  width = 24,
  height = 32,
  pattern = "wall_4",
}

tile{
  layer = 0,
  x = 80,
  y = 112,
  width = 32,
  height = 24,
  pattern = "wall_1",
}

tile{
  layer = 0,
  x = 256,
  y = 128,
  width = 64,
  height = 32,
  pattern = "wall_2",
}

tile{
  layer = 0,
  x = 64,
  y = 176,
  width = 16,
  height = 32,
  pattern = "wall_4",
}

tile{
  layer = 0,
  x = 208,
  y = 176,
  width = 160,
  height = 32,
  pattern = "wall_4",
}

tile{
  layer = 0,
  x = 32,
  y = 32,
  width = 32,
  height = 32,
  pattern = "wall_6",
}

tile{
  layer = 0,
  x = 224,
  y = 32,
  width = 32,
  height = 32,
  pattern = "wall_5",
}

tile{
  layer = 0,
  x = 320,
  y = 32,
  width = 32,
  height = 32,
  pattern = "wall_6",
}

tile{
  layer = 0,
  x = 368,
  y = 32,
  width = 32,
  height = 32,
  pattern = "wall_5",
}

tile{
  layer = 0,
  x = 80,
  y = 80,
  width = 32,
  height = 32,
  pattern = "wall_12",
}

tile{
  layer = 0,
  x = 176,
  y = 80,
  width = 32,
  height = 32,
  pattern = "wall_11",
}

tile{
  layer = 0,
  x = 224,
  y = 128,
  width = 32,
  height = 32,
  pattern = "wall_9",
}

tile{
  layer = 0,
  x = 320,
  y = 128,
  width = 32,
  height = 32,
  pattern = "wall_10",
}

tile{
  layer = 0,
  x = 32,
  y = 176,
  width = 32,
  height = 32,
  pattern = "wall_7",
}

tile{
  layer = 0,
  x = 80,
  y = 176,
  width = 32,
  height = 32,
  pattern = "wall_8",
}

tile{
  layer = 0,
  x = 176,
  y = 176,
  width = 32,
  height = 32,
  pattern = "wall_7",
}

tile{
  layer = 0,
  x = 368,
  y = 176,
  width = 32,
  height = 32,
  pattern = "wall_8",
}

tile{
  layer = 0,
  x = 152,
  y = 80,
  width = 24,
  height = 32,
  pattern = "wall_4",
}

tile{
  layer = 0,
  x = 152,
  y = 32,
  width = 72,
  height = 32,
  pattern = "wall_2",
}

tile{
  layer = 0,
  x = 176,
  y = 120,
  width = 32,
  height = 8,
  pattern = "46",
}

tile{
  layer = 0,
  x = 80,
  y = 152,
  width = 32,
  height = 24,
  pattern = "wall_1",
}

tile{
  layer = 0,
  x = 32,
  y = 136,
  width = 32,
  height = 40,
  pattern = "wall_3",
}

tile{
  layer = 0,
  x = 128,
  y = 96,
  width = 8,
  height = 16,
  pattern = "58",
}

tile{
  layer = 0,
  x = 128,
  y = 32,
  width = 8,
  height = 16,
  pattern = "59_3",
}

tile{
  layer = 0,
  x = 96,
  y = 152,
  width = 16,
  height = 8,
  pattern = "66",
}

tile{
  layer = 0,
  x = 96,
  y = 136,
  width = 16,
  height = 16,
  pattern = "67",
}

tile{
  layer = 0,
  x = 96,
  y = 128,
  width = 16,
  height = 8,
  pattern = "65",
}

tile{
  layer = 0,
  x = 176,
  y = 144,
  width = 32,
  height = 8,
  pattern = "46_2",
}

tile{
  layer = 0,
  x = 176,
  y = 128,
  width = 16,
  height = 16,
  pattern = "80",
}

tile{
  layer = 0,
  x = 152,
  y = 32,
  width = 8,
  height = 16,
  pattern = "59_2",
}

tile{
  layer = 0,
  x = 192,
  y = 128,
  width = 16,
  height = 16,
  pattern = "81",
}

tile{
  layer = 0,
  x = 152,
  y = 96,
  width = 8,
  height = 16,
  pattern = "59",
}

destination{
  name = "destination",
  layer = 0,
  x = 144,
  y = 205,
  direction = 1,
}

sensor{
  name = "first_map_sensor1",
  layer = 0,
  x = 192,
  y = 141,
  width = 16,
  height = 16,
}

wall{
  layer = 0,
  x = 120,
  y = 64,
  width = 16,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = 152,
  y = 64,
  width = 16,
  height = 16,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

tile{
  layer = 1,
  x = 176,
  y = 152,
  width = 32,
  height = 24,
  pattern = "wall_3",
}

tile{
  layer = 1,
  x = 152,
  y = 32,
  width = 8,
  height = 16,
  pattern = "59_2",
}

tile{
  layer = 1,
  x = 160,
  y = 32,
  width = 64,
  height = 32,
  pattern = "wall_2",
}

tile{
  layer = 1,
  x = 80,
  y = 64,
  width = 56,
  height = 16,
  pattern = "wall_top",
}

tile{
  layer = 1,
  x = 64,
  y = 128,
  width = 16,
  height = 48,
  pattern = "wall_top",
}

tile{
  layer = 1,
  x = 152,
  y = 80,
  width = 8,
  height = 16,
  pattern = "57",
}

tile{
  layer = 1,
  x = 128,
  y = 80,
  width = 8,
  height = 16,
  pattern = "56",
}

tile{
  layer = 1,
  x = 136,
  y = 80,
  width = 16,
  height = 16,
  pattern = "55",
}

tile{
  layer = 1,
  x = 152,
  y = 48,
  width = 8,
  height = 16,
  pattern = "57_2",
}

tile{
  layer = 1,
  x = 128,
